bioguide_id,chamber,congress_number,region_type,region_code,party,start_date,end_date
K000362,Representative,114,State,IA,Republican,2015-01-03,2017-01-02
K000363,Representative,114,State,MN,Republican,2015-01-03,2017-01-02
K000367,Senator,114,State,MN,Democrat,2015-01-03,2017-01-02
K000368,Representative,114,State,AZ,Democrat,2015-01-03,2017-01-02
K000375,Representative,114,State,MA,Democrat,2015-01-03,2017-01-02
K000376,Representative,114,State,PA,Republican,2015-01-03,2017-01-02
K000378,Representative,114,State,IL,Republican,2015-01-03,2017-01-02
K000379,Representative,114,State,MA,Democrat,2015-01-03,2017-01-02
K000380,Representative,114,State,MI,Democrat,2015-01-03,2017-01-02
K000381,Representative,114,State,WA,Democrat,2015-01-03,2017-01-02
K000382,Representative,114,State,NH,Democrat,2015-01-03,2017-01-02
K000383,Senator,114,State,ME,Independent,2015-01-03,2017-01-02
K000384,Senator,114,State,VA,Democrat,2015-01-03,2017-01-02
K000385,Representative,114,State,IL,Democrat,2015-01-03,2017-01-02
K000386,Representative,114,State,NY,Republican,2015-01-03,2017-01-02
K000387,Representative,114,State,CA,Republican,2015-01-03,2017-01-02
K000388,Representative,114,State,MS,Republican,2015-06-02,2017-01-02
L000174,Senator,114,State,VT,Democrat,2015-01-03,2017-01-02
L000263,Representative,114,State,MI,Democrat,2015-01-03,2017-01-02
L000287,Representative,114,State,GA,Democrat,2015-01-03,2017-01-02
L000397,Representative,114,State,CA,Democrat,2015-01-03,2017-01-02
L000480,Representative,114,State,NY,Democrat,2015-01-03,2017-01-02
L000491,Representative,114,State,OK,Republican,2015-01-03,2017-01-02
L000551,Representative,114,State,CA,Democrat,2015-01-03,2017-01-02
L000554,Representative,114,State,NJ,Republican,2015-01-03,2017-01-02
L000557,Representative,114,State,CT,Democrat,2015-01-03,2017-01-02
L000559,Representative,114,State,RI,Democrat,2015-01-03,2017-01-02
L000560,Representative,114,State,WA,Democrat,2015-01-03,2017-01-02
L000562,Representative,114,State,MA,Democrat,2015-01-03,2017-01-02
L000563,Representative,114,State,IL,Democrat,2015-01-03,2017-01-02
L000564,Representative,114,State,CO,Republican,2015-01-03,2017-01-02
L000565,Representative,114,State,IA,Democrat,2015-01-03,2017-01-02
L000566,Representative,114,State,OH,Republican,2015-01-03,2017-01-02
L000567,Representative,114,State,NJ,Republican,2015-01-03,2017-01-02
L000569,Representative,114,State,MO,Republican,2015-01-03,2017-01-02
L000570,Representative,114,State,NM,Democrat,2015-01-03,2017-01-02
L000571,Representative,114,State,WY,Republican,2015-01-03,2017-01-02
L000573,Representative,114,State,ID,Republican,2015-01-03,2017-01-02
L000575,Senator,114,State,OK,Republican,2015-01-03,2017-01-02
L000576,Representative,114,State,MO,Republican,2015-01-03,2017-01-02
L000577,Senator,114,State,UT,Republican,2015-01-03,2017-01-02
L000578,Representative,114,State,CA,Republican,2015-01-03,2017-01-02
L000579,Representative,114,State,CA,Democrat,2015-01-03,2017-01-02
L000580,Representative,114,State,NM,Democrat,2015-01-03,2017-01-02
L000581,Representative,114,State,MI,Democrat,2015-01-03,2017-01-02
L000582,Representative,114,State,CA,Democrat,2015-01-03,2017-01-02
L000583,Representative,114,State,GA,Republican,2015-01-03,2017-01-02
L000584,Representative,114,State,UT,Republican,2015-01-03,2017-01-02
L000585,Representative,114,State,IL,Republican,2015-09-10,2017-01-02
M000087,Representative,114,State,NY,Democrat,2015-01-03,2017-01-02
M000133,Senator,114,State,MA,Democrat,2015-01-03,2017-01-02
M000303,Senator,114,State,AZ,Republican,2015-01-03,2017-01-02
M000312,Representative,114,State,MA,Democrat,2015-01-03,2017-01-02
M000355,Senator,114,State,KY,Republican,2015-01-03,2017-01-02
M000404,Representative,114,State,WA,Democrat,2015-01-03,2017-01-02
M000639,Senator,114,State,NJ,Democrat,2015-01-03,2017-01-02
M000689,Representative,114,State,FL,Republican,2015-01-03,2017-01-02
M000702,Senator,114,State,MD,Democrat,2015-01-03,2017-01-02
M000934,Senator,114,State,KS,Republican,2015-01-03,2017-01-02
M001111,Senator,114,State,WA,Democrat,2015-01-03,2017-01-02
M001137,Representative,114,State,NY,Democrat,2015-01-03,2017-01-02
M001143,Representative,114,State,MN,Democrat,2015-01-03,2017-01-02
M001144,Representative,114,State,FL,Republican,2015-01-03,2017-01-02
M001150,Representative,114,State,MI,Republican,2015-01-03,2016-12-31
M001151,Representative,114,State,PA,Republican,2015-01-03,2017-01-02
M001153,Senator,114,State,AK,Republican,2015-01-03,2017-01-02
M001156,Representative,114,State,NC,Republican,2015-01-03,2017-01-02
M001157,Representative,114,State,TX,Republican,2015-01-03,2017-01-02
M001158,Representative,114,State,TX,Republican,2015-01-03,2017-01-02
M001159,Representative,114,State,WA,Republican,2015-01-03,2017-01-02
M001160,Representative,114,State,WI,Democrat,2015-01-03,2017-01-02
M001163,Representative,114,State,CA,Democrat,2015-01-03,2017-01-02
M001165,Representative,114,State,CA,Republican,2007-01-03,2017-01-02
M001166,Representative,114,State,CA,Democrat,2015-01-03,2017-01-02
M001169,Senator,114,State,CT,Democrat,2015-01-03,2017-01-02
M001170,Senator,114,State,MO,Democrat,2015-01-03,2017-01-02
M001176,Senator,114,State,OR,Democrat,2015-01-03,2017-01-02
M001177,Representative,114,State,CA,Republican,2015-01-03,2017-01-02
M001179,Representative,114,State,PA,Republican,2015-01-03,2017-01-02
M001180,Representative,114,State,WV,Republican,2015-01-03,2017-01-02
M001181,Representative,114,State,PA,Republican,2015-01-03,2017-01-02
M001182,Representative,114,State,SC,Republican,2015-01-03,2017-01-02
M001183,Senator,114,State,WV,Democrat,2015-01-03,2017-01-02
M001184,Representative,114,State,KY,Republican,2015-01-03,2017-01-02
M001185,Representative,114,State,NY,Democrat,2015-01-03,2017-01-02
M001187,Representative,114,State,NC,Republican,2015-01-03,2017-01-02
M001188,Representative,114,State,NY,Democrat,2015-01-03,2017-01-02
M001189,Representative,114,State,IN,Republican,2015-01-03,2017-01-02
M001190,Representative,114,State,OK,Republican,2015-01-03,2017-01-02
M001191,Representative,114,State,FL,Democrat,2015-01-03,2017-01-02
